0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,pca_1,ica_1,pca_2,ica_2,pca_3,ica_3,pca_4,ica_4,pca_5,ica_5,pca_6,ica_6,pca_7,ica_7,pca_8,ica_8,pca_9,ica_9,pca_10,ica_10
29,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,-4174.957328112938,-0.008699075487636095,8.241865355836058,-0.014347115792473417,18.856560645421148,-0.01656696744756947,7.902394575205065,0.03512323739754592,4.539602489239827,0.006843803189357317,5.742344267391822,0.0030092800641305833,-0.02112265470516698,-0.025838366305995068,-2.397896677976695,-0.015267424241497572,0.7165719079766204,-0.008055750077330611,2.1565890439526587,0.018492913916584277
9,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,-4173.9546231092545,-0.013252782378748156,23.515337844573722,-0.016468109409174005,1.0605766033755208,-0.016520992575653485,3.640892134553102,0.019830251951744173,3.4057290161496394,0.005294503335395005,6.068845784964353,0.0026534376126296283,-0.40463678425171,-0.027491070052112366,-2.233808178222181,-0.015184279189129042,1.8823692914630987,-0.02660690726797735,1.8628490041371597,-0.00511270625804409
39,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,-4171.95992004712,-0.022176173587048972,-13.05341329884151,0.012207984881055805,-7.775424734956721,-0.013910177165239988,-4.2490859851193585,0.0012441853166660893,0.1142492945302692,0.000865181175437079,5.698755025551008,-0.00155806306939627,0.7272746556566128,-0.026397047503791887,2.0013011895785433,0.013355398852404821,2.5679725467633685,0.008229135984788248,0.21739870980717907,-0.021070621102454327
9,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,-4169.9458149380125,-0.013377243887580012,23.455350597285637,-0.0162832089386446,1.0772434812797382,-0.011234149967878118,3.6375106393064103,0.01994794732310333,3.5768941704054784,0.005321921200761824,10.055138181152028,0.002783602181724372,-0.43481712219198965,-0.03577147085142242,-2.2218317819959776,-0.015286493787171574,1.898100568502422,-0.026716075586681508,1.8479623454003449,-0.004862334570482947
36,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,-4168.946642211028,0.010635365922975874,-3.557076449322549,0.001741594303486357,-0.3000203822835922,-0.00928797619002853,11.569829268880639,-0.013047408225951237,-0.22616937088791814,0.0023404276862819553,9.84564155716542,-0.00449689790085615,0.6166243197178489,-0.03467100488534243,-0.10277818310347024,-0.017620310010755143,-1.3931706559969317,0.01568779162012886,-1.306748493905005,0.010086605223985716
35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,-4167.947854022858,-0.005890598340711848,-6.33274745695652,-0.020810936852557096,-8.13550208803412,-0.009965129882083234,4.8668742583282745,0.007910013963537977,-2.304837533898751,-0.002602683225093819,9.944105155842774,-0.0183679927157112,3.5472275182326016,-0.03551742664170773,-2.5706437560065494,-0.006796104569463276,1.008421605632158,0.008464312953506452,0.7203628522140059,-0.01315080832586294
9,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,-4166.945822393697,-0.013377342503561904,23.455102971759434,-0.016284715852670207,1.0775755637162134,-0.011226810965052538,3.636687518900585,0.019947028589567813,3.576630874104819,0.0053214686927297306,10.048525049914124,0.0027834005248543216,-0.43478843314253646,-0.03574754445249706,-2.2219608032437765,-0.01528569503193202,1.8980538336414405,-0.02671642123611252,1.8478906973998803,-0.004862114112185342
19,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,-4165.951193775919,0.013872350682371776,7.908161298748786,0.002809573526482552,-3.9675359675837796,-0.009276073058957071,-11.830696141115606,0.014936414918883081,-7.156230968152981,-0.0185969775327626,10.310546902611284,-0.026128308372260687,4.707020285948064,-0.0347433130602008,0.38519251627591944,0.018152509718144666,-1.0186623755673887,-0.01565856084085434,1.7139695536990733,-0.008340482328224652
27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,-4161.952568269977,-0.01684457366565674,5.515135420761229,0.01003156268158288,14.396641763233072,-0.0087467285591072,-7.570353388271563,-0.010197705310532148,-5.533056474143088,-0.015347250499701027,10.141927557415682,-0.021772537851486043,4.3973528234789985,-0.034328708347445586,1.101635620996925,0.014304650286635766,0.7818443817571019,-0.0042205639031876446,-1.50477425256998,0.02216216106962574
35,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,-4158.951756554672,0.00047950627791091063,-9.871536692753226,-0.025696023583800767,-8.365701834541104,-0.00805814743331959,-7.123927672127127,-0.014089571459109398,6.6390505582134915,0.0164186040075137,9.444325382777512,0.0037274897510537644,-0.7838367834936303,-0.03458784837165449,-3.226622898735792,0.01684674321303596,0.21590597150216428,0.005512313045687808,-1.1213712403621756,-0.003566674285522484
27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,-4157.947813116223,-0.014595954936745547,9.290400990549918,0.01654042479751458,14.094989076452396,-0.009658634653693746,8.060288513216426,-0.011249001864715096,-2.578596707521897,-0.007161391065396854,10.022675936797153,0.011967150511763818,-2.063549522049011,-0.03457103128459944,1.7930680652521427,-0.015341526806301336,0.7719915794759159,0.0001386796012256969,-1.5057157578491158,0.02176804794570872
40,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,-4156.952608303954,0.017916555314609405,-12.327966420985964,-0.0026868876445221173,0.7924068352752683,-0.008102654104249445,-5.643104390134508,0.0021935750060062867,6.98602513176747,0.014960951869065438,9.335695166532195,0.009184121700416705,-1.7687822961337263,-0.033177506538538105,-0.5934631861254172,0.016426761691416745,-1.7702366241278251,0.007970719883942491,0.023050070845400755,0.006501063334907576
44,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,-4155.945892513182,0.004104930138669833,-15.616316963179777,0.01516858134403986,-13.422969169299682,-0.009878625003405467,12.916265121288255,0.01780305073190696,0.47325565868144326,0.003994317108193949,9.595016211922356,0.016188119779556087,-2.9515769934404372,-0.03452828841220465,2.14325070762334,-0.01765062269795975,0.4864262926898454,0.01842333220412959,1.9126677006986672,-0.028974502399964925
44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,-4153.954146596589,-0.01762212029331084,-11.047561852013198,0.01148206065610004,18.603034178914932,-0.00886085696882857,-4.167591766303992,0.013141012758625215,2.9659096541012526,0.0028255649168940126,9.43927952531381,0.01243380112331322,-1.5786084885874616,-0.032913287705368686,1.2388933732645273,0.014520660103788276,1.220108199947351,0.007023578730548148,0.1543266623652716,0.017941763082250144
45,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,-4151.946625847409,-0.0029230157976505994,-14.58968186458875,-0.00042089386805385133,-6.009186245096018,-0.010347634159270593,13.437523631926934,0.025723825188312795,4.876699959303177,0.01328042147221623,9.452553729338412,-0.016306528420337158,3.4181841715899473,-0.034275545705800145,-0.11223712135364507,-0.01746513704515469,0.6880883458116215,0.01835431253958631,1.9719349289626447,-0.01621122358003454
36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,-4145.948272017899,-0.01385660199745438,0.3983950901294724,0.01673504130354212,15.636518528071853,-0.009451549135884708,11.31999992455903,-0.004361048105688257,9.945122440746959,0.021028002880448496,9.32282755039506,0.006769076256830363,-0.8662378207717029,-0.033381672035902595,1.6167048763112057,-0.015890630682603595,0.5084844064541204,0.008472078736600568,-1.327964408517347,0.02529413829680476
7,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,-4144.946774726582,0.020233316338948395,21.942318976945018,-0.02072304995527906,-7.772248543051236,-0.00988754582170253,-2.4115310817005153,-0.00030313258822913837,-1.5701064876812698,-0.004082318733254903,10.252712015850442,-0.006438325748574561,0.5489722296161431,-0.0356367250249401,-2.8489997820454724,-0.004682602740895096,-1.4719913652058754,-0.023187377469983783,0.6524941929902962,-0.0022332886545619714
40,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,-4143.952804681918,0.011632905935512614,-11.682217159388584,0.002050514680147535,1.7026171886468553,-0.008124384929010416,-6.878257054287845,-0.008568957413374892,-9.975378398600911,-0.021647344904976613,10.070209101700483,-0.021869410048347623,4.026192188223825,-0.03401126581207466,0.19473606079441072,0.01762418758792592,-1.545957882544858,0.013737726821991366,-0.9001255796621455,0.008208625774668216
27,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,-4139.945876084876,0.015086208585590321,4.667762063856713,0.014780983043808116,-2.9949539447035534,-0.009215684788203376,9.718589823865308,-0.011262074723094775,4.0408474996058175,0.010793170034056807,9.742053487601396,-0.026094905078011696,4.548890891898318,-0.03424282122675111,1.501863252206098,-0.01608001976148133,-1.9386998238361437,0.006216279938267976,-1.0059206867163912,0.007891665702946579
44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,-4138.954183875014,-0.017622613373220308,-11.048799979644226,0.011474526085971996,18.604694591097314,-0.008824161954700663,-4.171707368333117,0.013136419090947624,2.964593172597958,0.0028233023767335447,9.406213869124297,0.01243279283896297,-1.5784650433401954,-0.03279365571074187,1.2382482670255253,0.01452465387998605,1.2198745256424444,0.007021850483393106,0.15396842236294914,0.017942865373738168
20,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,-4137.944722640346,-0.0020616555879676823,12.079905294119962,-0.005854631869837758,-4.563487282538249,-0.010502687983116434,10.592522856173714,0.004470455321338633,1.2276340430490003,0.0036488883885450354,9.96304502085883,-0.002470772236908516,0.3203442050759579,-0.035422010178893244,-0.8892315780056863,-0.02308386063834526,0.5467547450157225,-0.006548545782293255,0.5814141609755683,-0.005662971895171533
43,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,-4135.951341351814,0.01655973729199902,-13.891438181690111,0.017890705972130154,1.3321057167673045,-0.007336340482932203,0.1827033036060355,-0.019068156364114866,10.501483567894214,0.024056541328327758,9.112527610568852,0.01944634252759465,-3.7957370421260985,-0.03271761618594802,1.9658551105614377,0.008262595147771388,-2.0782677126104323,0.0167643588074055,-1.887120738377401,0.01363637184218441
44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,-4131.954201271611,-0.01762284347717806,-11.049377772538707,0.011471009953245577,18.60546945011576,-0.008807037614774306,-4.173627982613376,0.01313427537936475,2.9639788145630863,0.00282224652465866,9.390783229569188,0.012432322306266187,-1.578398102224805,-0.0327378274465827,1.2379472174473243,0.014526517642211677,1.2197654776334883,0.007021043968054087,0.15380124369519843,0.017943379776432577
36,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,-4130.946447578278,0.01869249265029321,-3.866628453184755,0.0030274513863117257,-0.9792011168283195,-0.009631052508943317,12.419740053855675,0.006433724935441301,8.619526586336885,0.021308901551956784,9.413553909685634,-0.0359520345528554,6.618546685320976,-0.03359313635358984,-0.15332761382021817,-0.017397907001875833,-2.257293993858541,0.013506672244405805,0.16998092830829695,0.008432016418613828
8,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,-4126.944926104154,0.008776310188242636,22.83793118506254,0.013057088610519735,-6.929281708657058,-0.009643658646772503,3.5879771755353334,-0.01713476540885052,-9.980821217548662,-0.022188506283129746,10.537770937260866,0.011699002838655296,-2.8454638237402814,-0.035843373124240074,1.6844693299051305,-0.015597567291445728,-0.5464028969494252,-0.016558351491572715,-0.6476580926974496,-0.0044513093886871125
10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,-4125.9490867798295,-0.014766595061536717,13.786745666718305,0.010606759472906901,-15.504065025794727,-0.00871265033621373,-11.086445782335861,-0.005549199778126688,3.3820637909929028,0.005481393908391865,9.86205537698751,0.012021166847978836,-2.3844340900544925,-0.03532189197656202,1.8443438396820508,0.014368820823179458,2.389939720212423,-0.0251232634443462,0.4735922487062909,-0.028086551076775778
7,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,-4124.946823603692,0.02019621157345078,21.933671601812243,-0.019394931508482136,-7.764364767681899,-0.009813313770815351,-2.4316557005104515,-0.0006715545954731406,-1.5785208948149487,-0.004127811904223255,10.206305934683208,-0.006414144722065524,0.5438813651392407,-0.035452756955413424,-2.676078726534634,-0.004588929548925612,-1.4801716485450422,-0.023111793804353183,0.6240326973569517,-0.002255187925747978
31,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,-4119.947076500255,-0.00763554352600854,5.726879165277933,0.011797688183066722,13.162191466454441,-0.010618588420004356,11.854282933252756,0.01683707335684736,-2.053804287428313,-0.006391943778612216,9.83521440683509,0.01469912232428565,-2.441390192082476,-0.03398422230117449,1.1559278419989965,-0.021789507582336578,0.5884454525062153,0.000519065922343171,0.9396698499177563,0.011712130223714165
20,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,-4115.944777315369,-0.0020623787718349043,12.078089373594452,-0.005865682572692222,-4.561052011337428,-0.010448868629062172,10.586486639864335,0.004463717942078168,1.2257032035108324,0.0036455699963096827,9.914548725114209,-0.0024722510539555488,0.3205545914386143,-0.035246549920107256,-0.8901777338228889,-0.02307800309992186,0.5464120227018597,-0.006551080544787316,0.5808887423054956,-0.0056613552009890985
43,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,-4113.947380140778,0.017241990657766562,-10.02849795743826,0.01070393926977845,1.8519680292488712,-0.00942386162197859,12.790320099424664,0.00345143968525598,-2.413315034117044,-0.003387499531643533,9.658990924675562,0.013281661021496752,-2.601489214296767,-0.03361523435475878,1.0566731007681707,-0.018050066408763586,-1.7645718844957465,0.019699936338678954,0.12374214960637941,0.005421697442182431
